Dataset,N_Samples,N_Features,Missing_Values,Target_Classes,Execution_Status,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Training_Time_sec
dataset_10_lymph.csv,148,18,0,4,Success,0.8314942528735632,0.6963750628456511,0.7306207346145426,0.6988799118465219,1.9711265563964844
dataset_11_balance-scale.csv,625,4,0,3,Success,0.8736,0.7613652758670427,0.8315058997252068,0.775887805245136,2.4288346767425537
dataset_12_mfeat-factors.csv,2000,216,0,10,Success,0.959,0.9597985090450887,0.9589244526851296,0.9585214328929247,10.762364149093628
dataset_14_mfeat-fourier.csv,2000,76,0,10,Success,0.795,0.7924442765865057,0.795884496028022,0.7906791346062968,13.759947061538696
dataset_16_mfeat-karhunen.csv,2000,64,0,10,Success,0.93,0.931396469926028,0.9300675039463359,0.9294001982175611,13.393879890441895
dataset_181_yeast.csv,1484,8,0,10,Success,0.4622486122486122,0.4368615416207338,0.5531862396316557,0.4339209520502866,5.427016258239746
dataset_182_satimage.csv,6430,36,0,6,Success,0.828149300155521,0.7994449674651081,0.8033791091195883,0.8002221614355658,20.4144229888916
dataset_185_baseball.csv,1340,16,20,3,Success,0.7746268656716417,0.4832935641584991,0.7565771805665665,0.5167918457685964,3.239612579345703
dataset_186_braziltourism.csv,412,8,96,7,Success,0.26685277696150456,0.14723181580324438,0.15591218305504018,0.10195670571950541,2.440244674682617
dataset_187_wine.csv,178,13,0,3,Success,0.9720634920634922,0.9697876197876198,0.975931911226029,0.971452447587145,1.2853798866271973
dataset_188_eucalyptus.csv,736,19,448,5,Success,0.5611141753998896,0.5478000324607392,0.563046078728098,0.5422552261960174,3.3805408477783203
dataset_18_mfeat-morphological.csv,2000,6,0,10,Success,0.579,0.5192342588690073,0.5819643476912142,0.5250940491524455,6.373245716094971
dataset_20_mfeat-pixel.csv,2000,240,0,10,Success,0.958,0.9589870522935318,0.9582415282593615,0.9578291372669518,11.382484197616577
dataset_22_mfeat-zernike.csv,2000,47,0,10,Success,0.7755,0.7623804283737275,0.7752004480826706,0.7645518014459652,12.685123682022095
dataset_23_cmc.csv,1473,9,0,3,Success,0.4758976132826012,0.49309095409938736,0.5010033602500121,0.4729342762309465,0.9268350601196289
dataset_285_flags.csv,194,28,0,8,Success,0.4329284750337382,0.3416760323010323,0.3665460581085581,0.31921518819158134,1.9512660503387451
dataset_28_optdigits.csv,5620,64,0,10,Success,0.942526690391459,0.9434019496272974,0.942441703088473,0.9424746960099402,26.69207191467285
dataset_2_anneal.csv,898,38,22175,5,Success,0.7616945996275606,0.15972780881440102,0.21000000000000002,0.18137846036897023,4.1134607791900635
dataset_307_vowel.csv,990,12,0,11,Success,0.42020202020202024,0.40726741850802595,0.42425137005485514,0.34659146346431985,4.263817071914673
dataset_30_page-blocks.csv,5473,10,0,5,Success,0.7637462956934045,0.4648442177042531,0.7865696557847954,0.49464353041569387,9.680113792419434
dataset_327_bridges.csv,105,11,61,6,Success,0.6476190476190476,0.5478095238095239,0.5870286195286195,0.5402826802826802,1.5857741832733154
dataset_328_bridges.csv,105,11,61,6,Success,0.619047619047619,0.5126984126984127,0.49549663299663294,0.48417388167388165,1.5805678367614746
dataset_329_hayes-roth.csv,160,4,0,3,Success,0.475,0.4314558589558589,0.5343963443963443,0.45866087716942483,1.1025636196136475
dataset_338_grub-damage.csv,155,8,0,4,Success,0.4580645161290322,0.4358405483405484,0.46254509379509373,0.4242096542947936,1.4290032386779785
dataset_35_dermatology.csv,366,34,8,6,Success,0.9699000370233246,0.966940836940837,0.966468253968254,0.9655326066619103,1.8504719734191895
dataset_36_segment.csv,2310,19,0,7,Success,0.8588744588744589,0.862027215951616,0.8585666851105227,0.8547354198319945,5.834080457687378
dataset_373_UNIX_user_data.csv,9100,2,0,9,Success,0.36813186813186816,0.34541442903260094,0.3730735020697236,0.3435082898584306,392.17542481422424
dataset_374_SyskillWebert-BioMedical.csv,131,2,0,3,Success,0.2891737891737892,0.25166666666666665,0.1702268297005139,0.19143988907128348,1.4262335300445557
dataset_375_JapaneseVowels.csv,9961,14,0,9,Success,0.8351565317970326,0.8386395011087181,0.8273613624755379,0.8096382705299451,34.812429904937744
dataset_377_synthetic_control.csv,600,60,0,6,Success,0.9733333333333333,0.9758851433865736,0.970464915874123,0.9718159391831055,2.6902480125427246
dataset_378_ipums_la_99-small.csv,8844,60,51515,7,Success,0.6639544416279362,0.36973087864462617,0.4501305269073949,0.3880890065291573,50.487590312957764
dataset_381_ipums_la_98-small.csv,7485,60,52048,7,Success,0.6498329993319973,0.34105942826927593,0.4092831084583205,0.35098078898914603,42.87040138244629
dataset_382_ipums_la_97-small.csv,7019,60,48089,8,Success,0.3013224612298026,0.30411811086455776,0.36075142002913924,0.2809201027948632,44.29197883605957
dataset_39_ecoli.csv,336,7,0,8,Success,0.7917471466198419,0.6244380132103347,0.6526212768133136,0.6166701303235641,2.0155460834503174
dataset_41_glass.csv,214,9,0,6,Success,0.5002214839424142,0.5672577117871236,0.6355114395408512,0.5551830272124391,1.7566001415252686
dataset_42_soybean.csv,683,35,2337,19,Success,0.9106912838127952,0.9373309712589897,0.946592739523596,0.9353329680372034,8.994389295578003
dataset_46_splice.csv,3190,60,0,3,Success,0.9169278996865204,0.8996117912129588,0.9332489421797991,0.912820474591651,8.550530672073364
dataset_48_tae.csv,151,5,0,3,Success,0.5294623655913979,0.5484428534428534,0.536000481000481,0.5298456708983024,0.5173118114471436
dataset_54_vehicle.csv,846,18,0,4,Success,0.6902540898016011,0.6783566569349683,0.6956286389875571,0.6719675327792602,2.573431968688965
dataset_57_hypothyroid.csv,3772,29,6064,4,Success,0.9228510197270188,0.2771351321282812,0.3,0.2881098230945839,13.69111442565918
dataset_5_arrhythmia.csv,452,279,408,13,Success,0.44683760683760687,0.3413618384297117,0.416201829779416,0.328534711667062,5.971306324005127
dataset_60_waveform-5000.csv,5000,40,0,3,Success,0.8620000000000001,0.8631975325135229,0.8627079462436335,0.8614994902963204,7.656116008758545
dataset_61_iris.csv,150,4,0,3,Success,0.9,0.90994560994561,0.9007912457912457,0.8942183842540553,1.474661111831665
dataset_62_zoo.csv,101,16,0,7,Success,0.9504761904761905,0.8910714285714285,0.90515873015873,0.8909600203717851,1.618351936340332
dataset_9_autos.csv,205,25,59,6,Success,0.6390243902439023,0.6059568209568209,0.6720198320198321,0.6047631431848688,1.8207173347473145
