Dataset,N_Samples,N_Features,Missing_Values,Target_Classes,Execution_Status,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Training_Time_sec
dataset_13_breast-cancer.csv,286,9,9,2,Success,0.5281306715063521,0.5158172406856618,0.5170508659982345,0.48899071008229333,0.28489208221435547
dataset_164_molecular-biology_promoters.csv,106,57,0,2,Success,0.754112554112554,0.7390484515484516,0.7508491508491508,0.7381928317874819,1.3144009113311768
dataset_24_mushroom.csv,8124,22,2480,2,Success,0.9708263736263737,0.9712203461806256,0.9706615394117396,0.9707715173762193,4.938969612121582
dataset_25_colic.csv,368,26,1927,2,Success,0.4837467604590892,0.1928347361772137,0.2559221186712881,0.21967883288984208,0.5845224857330322
dataset_27_colic.csv,368,22,1927,2,Success,0.6085523880044429,0.616053319582121,0.6228274618730839,0.6000130507075683,0.9870843887329102
dataset_29_credit-approval.csv,690,15,67,2,Success,0.7884057971014493,0.7835716303233066,0.7882835914286215,0.7848794870771579,1.4112210273742676
dataset_312_scene.csv,2407,299,0,2,Success,0.6950345493913959,0.63556066399114,0.7123243706220191,0.6254557924452055,2.4162802696228027
dataset_316_yeast_ml8.csv,2417,116,0,2,Success,0.8986431223585374,0.5047741297417148,0.5276922494916537,0.49289107506446933,3.655564785003662
dataset_31_credit-g.csv,1000,20,0,2,Success,0.623,0.5834559627372429,0.59330173859013,0.5820212772859225,1.205491304397583
dataset_333_monks-problems-1.csv,556,6,0,2,Success,0.6044884169884168,0.6127591269025171,0.6060684406567758,0.6007710520898459,0.22148752212524414
dataset_334_monks-problems-2.csv,601,6,0,2,Success,0.5390220385674931,0.49074253675789486,0.48981810872785747,0.4864468863573756,0.0480499267578125
dataset_335_monks-problems-3.csv,554,6,0,2,Success,0.6713841113841112,0.6907885939506976,0.6817572240576562,0.6573709594728344,0.4154849052429199
dataset_336_SPECT.csv,267,22,0,2,Success,0.6675052410901469,0.6228505907757256,0.6570665445665446,0.6055549215202582,0.34368228912353516
dataset_38_sick.csv,3772,29,6064,2,Success,0.9387577072390956,0.4693788536195478,0.5,0.4842001458292689,3.7321903705596924
