Dataset,N_Samples,N_Features,Missing_Values,Target_Classes,Execution_Status,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Training_Time_sec
dataset_1000_hypothyroid.csv,3772,29,6064,2,Success,0.9228510197270188,0.4614255098635094,0.5,0.47993052513854284,3.4817240238189697
dataset_1002_ipums_la_98-small.csv,7485,55,32427,2,Success,0.8054776219104877,0.5675354092227639,0.5905010702620794,0.5716913478807605,4.957528352737427
dataset_1004_synthetic_control.csv,600,60,0,2,Success,0.95,0.88824678569806,0.9698010531607298,0.9207792938087389,1.9274992942810059
dataset_1013_analcatdata_challenger.csv,138,2,0,2,Success,0.7505291005291006,0.44826803631151463,0.3968023924545664,0.41758449745683784,0.12676477432250977
dataset_1014_analcatdata_dmft.csv,797,4,0,2,Success,0.6299764150943397,0.48962731577812535,0.4729177604728406,0.46856319870501384,0.19651508331298828
dataset_1016_vowel.csv,990,12,0,2,Success,0.9181818181818182,0.7765542381093514,0.7927574497643487,0.774269444365587,2.4687321186065674
dataset_1018_ipums_la_99-small.csv,8844,56,34843,2,Success,0.880709184573947,0.5434844380755739,0.5521269940803306,0.5468617775698179,5.744207382202148
dataset_1020_mfeat-karhunen.csv,2000,64,0,2,Success,0.8915,0.7540263840918212,0.8306197345619786,0.7702895107935213,3.0382328033447266
dataset_1021_page-blocks.csv,5473,10,0,2,Success,0.8701035953686777,0.6626982446319443,0.6904138670210737,0.6670300513567631,0.8709604740142822
dataset_1022_mfeat-pixel.csv,2000,240,0,2,Success,0.6449999999999999,0.5956633133514908,0.7373673774930722,0.5468484012847274,1.1330416202545166
dataset_1023_soybean.csv,683,35,2337,2,Success,0.8637720051524258,0.7430588149668417,0.8353002763722032,0.7705381326565544,2.170863389968872
dataset_1039_hiva_agnostic.csv,4229,1617,0,2,Success,0.01678906654356736,0.029269127169173792,0.16044518329279175,0.04878906208805499,17.20426845550537
dataset_1045_kc1-top5.csv,145,94,0,2,Success,0.7931034482758621,0.49663003663003663,0.5623015873015873,0.4738501683501683,1.9436228275299072
dataset_1049_pc4.csv,1458,37,0,2,Success,0.7216283010874169,0.5617994369173648,0.6248500837224038,0.5481540902493758,0.6795732975006104
dataset_1050_pc3.csv,1563,37,0,2,Success,0.7683951830916687,0.5213937741204171,0.540276340796542,0.5160263980529904,0.857633113861084
dataset_1056_mc1.csv,9466,38,0,2,Success,0.8936508149013399,0.5379040357626301,0.6350916231410164,0.5305135230738246,1.9211349487304688
dataset_1059_ar1.csv,121,29,0,2,Success,0.6683333333333333,0.4761501656238498,0.4182876905702993,0.4191656243485512,0.3106691837310791
dataset_1061_ar4.csv,107,29,0,2,Success,0.7484848484848484,0.6342754794225383,0.7109735122119023,0.6432574696545285,0.27345848083496094
dataset_1064_ar6.csv,101,29,0,2,Success,0.7338095238095239,0.5581035923141187,0.6763230994152047,0.5651682794329853,0.2153470516204834
dataset_1065_kc3.csv,458,39,0,2,Success,0.7317725752508362,0.5421557900868941,0.5685516267433607,0.5252401067773033,0.5518412590026855
dataset_311_oil_spill.csv,937,49,0,2,Success,0.005330526794857208,0.09555555555555555,0.03939393939393939,0.05358974358974359,1.1509747505187988
dataset_312_scene.csv,2407,299,0,2,Success,0.6443707352421045,0.5997870512044822,0.6636130470626621,0.5760927270979617,2.5715341567993164
dataset_316_yeast_ml8.csv,2417,116,0,2,Success,0.8758713618397413,0.4999774957852835,0.5044508440913604,0.4791417631206536,3.371371269226074
dataset_38_sick.csv,3772,29,6064,2,Success,0.9387577072390956,0.4693788536195478,0.5,0.4842001458292689,3.498655080795288
dataset_450_analcatdata_lawsuit.csv,264,4,0,2,Success,0.8525399129172714,0.5892949156406748,0.7144676870748299,0.6055308696549696,0.21915435791015625
dataset_463_backache.csv,180,31,0,2,Success,0.6611111111111111,0.5023506027816372,0.5239557360511198,0.48493603630980975,0.5195257663726807
dataset_757_meta.csv,528,21,504,2,Success,0.7728661275831088,0.629585938390619,0.641246297562087,0.5863404854374269,1.5622358322143555
dataset_764_analcatdata_apnea3.csv,450,3,0,2,Success,0.8955555555555555,0.787409964993424,0.6566155874387581,0.6734569011926645,0.818047046661377
dataset_765_analcatdata_apnea2.csv,475,3,0,2,Success,0.9242105263157894,0.9149018998252811,0.7433930699935898,0.7942773239119049,1.0203657150268555
dataset_767_analcatdata_apnea1.csv,475,3,0,2,Success,0.9010526315789473,0.8643059949854323,0.6781680503041263,0.720527595506637,0.7333760261535645
dataset_865_analcatdata_neavote.csv,100,2,0,2,Success,0.8,0.4583625730994152,0.43157894736842106,0.4359443306811728,0.04276585578918457
dataset_867_visualizing_livestock.csv,130,2,0,2,Success,0.6538461538461539,0.556247414865836,0.6384609828259713,0.5466718629290366,0.4618194103240967
dataset_875_analcatdata_chlamydia.csv,100,3,0,2,Success,0.8300000000000001,0.7155191622103387,0.7239926739926741,0.7082749766573296,0.7167885303497314
